plate_text,plate_count,detection_count,max_confidence,bbox_summary,raw_plate_text,high_conf_detection,all_unique_plates,unique_plate_count,frame_plate_text,image
"[""51A-654.74""]",[1],1,0.9234544038772583,,"[""51A\u00b7654.74""]",True,"[""51A-654.74""]",[1],"[""51A-654.74""]",CarLongPlate223.jpg
"[""51G-472.81""]",[1],1,0.9475754499435425,,"[""51G-472.81""]",True,"[""51G-472.81""]",[1],"[""51G-472.81""]",CarLongPlate23.jpg
"[""60LD-005.84""]",[1],1,0.9441768527030945,,"[""60LD-005.84""]",True,"[""60LD-005.84""]",[1],"[""60LD-005.84""]",CarLongPlate233.jpg
"[""51F-893.57""]",[1],1,0.954647421836853,,"[""51F-893.57""]",True,"[""51F-893.57""]",[1],"[""51F-893.57""]",CarLongPlate235.jpg
"[""51F-220.29""]",[1],1,0.9459012746810913,,"[""51F-220.29""]",True,"[""51F-220.29""]",[1],"[""51F-220.29""]",CarLongPlate237.jpg
"[""51A-052.27""]",[1],1,0.937325656414032,,"[""51A\u00b7052.27""]",True,"[""51A-052.27""]",[1],"[""51A-052.27""]",CarLongPlate241.jpg
"[""51F-155.85""]",[1],1,0.958615243434906,,"[""51F-155.85""]",True,"[""51F-155.85""]",[1],"[""51F-155.85""]",CarLongPlate25.jpg
"[""51A-691.72""]",[1],1,0.9463988542556763,,"[""51A-691.72""]",True,"[""51A-691.72""]",[1],"[""51A-691.72""]",CarLongPlate261.jpg
"[""51F-161.59""]",[1],1,0.9491062164306641,,"[""51F-161.59""]",True,"[""51F-161.59""]",[1],"[""51F-161.59""]",CarLongPlate265.jpg
"[""51F-066.09""]",[1],1,0.9568765759468079,,"[""51F 06609""]",True,"[""51F-066.09""]",[1],"[""51F-066.09""]",CarLongPlate267.jpg
"[""51A-897.14""]",[1],1,0.9394705891609192,,"[""51A-897.14""]",True,"[""51A-897.14""]",[1],"[""51A-897.14""]",CarLongPlate271.jpg
"[""P-5688""]",[1],1,0.9094254970550537,,"[""P-5688""]",True,"[""P-5688""]",[1],"[""P-5688""]",CarLongPlate299.jpg
"[""51G-316.91""]",[1],1,0.9488224983215332,,"[""51G-316.91""]",True,"[""51G-316.91""]",[1],"[""51G-316.91""]",CarLongPlate311.jpg
"[""G-102.09""]",[1],1,0.9383503198623657,,"[""G-102.09""]",True,"[""G-102.09""]",[1],"[""G-102.09""]",CarLongPlate323.jpg
"[""51F-730.29""]",[1],1,0.9388007521629333,,"[""51F\u00b7730.29""]",True,"[""51F-730.29""]",[1],"[""51F-730.29""]",CarLongPlate343.jpg
"[""51F-617.12""]",[1],1,0.9325762391090393,,"[""51F-617.12""]",True,"[""51F-617.12""]",[1],"[""51F-617.12""]",CarLongPlate359.jpg
"[""51F-882.70""]",[1],1,0.9498556852340698,,"[""51F-882.70""]",True,"[""51F-882.70""]",[1],"[""51F-882.70""]",CarLongPlate367.jpg
"[""51A-691.72""]",[1],1,0.9577545523643494,,"[""51A-691.72""]",True,"[""51A-691.72""]",[1],"[""51A-691.72""]",CarLongPlate371.jpg
"[""51G-510.08""]",[1],1,0.9522199034690857,,"[""51G-510.08""]",True,"[""51G-510.08""]",[1],"[""51G-510.08""]",CarLongPlate375.jpg
"[""51G-513.32""]",[1],1,0.960878312587738,,"[""51G-513.32""]",True,"[""51G-513.32""]",[1],"[""51G-513.32""]",CarLongPlate377.jpg
"[""51A-961.41""]",[1],1,0.9394705891609192,,"[""51A-961.41""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlate379.jpg
"[""93LD-001.03""]",[1],1,0.9440738558769226,,"[""93LD-001.03""]",True,"[""93LD-001.03""]",[1],"[""93LD-001.03""]",CarLongPlate393.jpg
"[""51F-795.12""]",[1],1,0.9427180886268616,,"[""51F-795.12""]",True,"[""51F-795.12""]",[1],"[""51F-795.12""]",CarLongPlate401.jpg
"[""51F-065.32""]",[1],1,0.9528381824493408,,"[""51F-065.32""]",True,"[""51F-065.32""]",[1],"[""51F-065.32""]",CarLongPlate405.jpg
"[""51A-052.27""]",[1],1,0.9509603977203369,,"[""51A-052.27""]",True,"[""51A-052.27""]",[1],"[""51A-052.27""]",CarLongPlate41.jpg
"[""51G-394.66""]",[1],1,0.9457011222839355,,"[""51G-394.66""]",True,"[""51G-394.66""]",[1],"[""51G-394.66""]",CarLongPlate435.jpg
"[""51G-519.36""]",[1],1,0.9365176558494568,,"[""51G-519.36""]",True,"[""51G-519.36""]",[1],"[""51G-519.36""]",CarLongPlate445.jpg
"[""51A-691.72""]",[1],1,0.9485372304916382,,"[""51A-691.72""]",True,"[""51A-691.72""]",[1],"[""51A-691.72""]",CarLongPlate449.jpg
"[""51F-161.59""]",[1],1,0.9289263486862183,,"[""51F-161.59""]",True,"[""51F-161.59""]",[1],"[""51F-161.59""]",CarLongPlate451.jpg
"[""51G-102.09""]",[1],1,0.9554855227470398,,"[""51G-102.09""]",True,"[""51G-102.09""]",[1],"[""51G-102.09""]",CarLongPlate455.jpg
"[""52Z-9755""]",[1],1,0.9435559511184692,,"[""52Z-9755""]",True,"[""52Z-9755""]",[1],"[""52Z-9755""]",CarLongPlate459.jpg
"[""51A-012.04""]",[1],1,0.9497627019882202,,"[""51A-012.04""]",True,"[""51A-012.04""]",[1],"[""51A-012.04""]",CarLongPlate47.jpg
"[""51G-100.96""]",[1],1,0.9525741338729858,,"[""51G-100.96""]",True,"[""51G-100.96""]",[1],"[""51G-100.96""]",CarLongPlate529.jpg
"[""51F-882.70""]",[1],1,0.9536217451095581,,"[""51F-882.70""]",True,"[""51F-882.70""]",[1],"[""51F-882.70""]",CarLongPlate551.jpg
"[""51A-052.27""]",[1],1,0.9489172697067261,,"[""51A-052.27""]",True,"[""51A-052.27""]",[1],"[""51A-052.27""]",CarLongPlate557.jpg
"[""51G-216.70""]",[1],1,0.9514138102531433,,"[""51G-216.70""]",True,"[""51G-216.70""]",[1],"[""51G-216.70""]",CarLongPlate563.jpg
"[""29A-517.96""]",[1],1,0.9557340741157532,,"[""29A-517.96""]",True,"[""29A-517.96""]",[1],"[""29A-517.96""]",CarLongPlate57.jpg
"[""51F-079.73""]",[1],1,0.9509603977203369,,"[""51F-079.73""]",True,"[""51F-079.73""]",[1],"[""51F-079.73""]",CarLongPlate571.jpg
"[""51G-373.07""]",[1],1,0.9522199034690857,,"[""51G-373.07""]",True,"[""51G-373.07""]",[1],"[""51G-373.07""]",CarLongPlate581.jpg
"[""51F-646.65""]",[1],1,0.9461008310317993,,"[""51F\u00b7646.65""]",True,"[""51F-646.65""]",[1],"[""51F-646.65""]",CarLongPlate603.jpg
"[""51G-274.71""]",[1],1,0.948441743850708,,"[""51G-274.71""]",True,"[""51G-274.71""]",[1],"[""51G-274.71""]",CarLongPlate609.jpg
"[""51A-897.14""]",[1],1,0.9485372304916382,,"[""51A-897.14""]",True,"[""51A-897.14""]",[1],"[""51A-897.14""]",CarLongPlate615.jpg
"[""51A-961.41""]",[1],1,0.9452984929084778,,"[""51A-961.41""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlate629.jpg
"[""51F-069.48""]",[1],1,0.9296960830688477,,"[""51F-069.48""]",True,"[""51F-069.48""]",[1],"[""51F-069.48""]",CarLongPlate645.jpg
"[""51F-155.85""]",[1],1,0.9400236010551453,,"[""51F-155.85""]",True,"[""51F-155.85""]",[1],"[""51F-155.85""]",CarLongPlate649.jpg
"[""51F-222.61""]",[1],1,0.9444848895072937,,"[""51F-222.61""]",True,"[""51F-222.61""]",[1],"[""51F-222.61""]",CarLongPlate659.jpg
"[""51F-630.34""]",[1],1,0.9485372304916382,,"[""51F 630.34""]",True,"[""51F-630.34""]",[1],"[""51F-630.34""]",CarLongPlate683.jpg
"[""61A-229.59""]",[1],1,0.9448931217193604,,"[""61A-229.59""]",True,"[""61A-229.59""]",[1],"[""61A-229.59""]",CarLongPlate689.jpg
"[""51A-691.72""]",[1],1,0.9318356513977051,,"[""51A-691.72""]",True,"[""51A-691.72""]",[1],"[""51A-691.72""]",CarLongPlate69.jpg
"[""51F-446.14""]",[1],1,0.9556514620780945,,"[""51F-446.14""]",True,"[""51F-446.14""]",[1],"[""51F-446.14""]",CarLongPlate709.jpg
"[""51F-446.14""]",[1],1,0.9352282881736755,,"[""51F-446.14""]",True,"[""51F-446.14""]",[1],"[""51F-446.14""]",CarLongPlate711.jpg
"[""51F-446.14""]",[1],1,0.9489172697067261,,"[""51F-446.14""]",True,"[""51F-446.14""]",[1],"[""51F-446.14""]",CarLongPlate713.jpg
"[""29A-517.96""]",[1],1,0.9431384205818176,,"[""29A-517.96""]",True,"[""29A-517.96""]",[1],"[""29A-517.96""]",CarLongPlate715.jpg
"[""F-582.50""]",[1],1,0.907312273979187,,"[""F-582.50""]",True,"[""F-582.50""]",[1],"[""F-582.50""]",CarLongPlate735.jpg
"[""51F-026.87""]",[1],1,0.9506864547729492,,"[""51F-026.87""]",True,"[""51F-026.87""]",[1],"[""51F-026.87""]",CarLongPlate743.jpg
"[""JTG-519.36""]",[1],1,0.9462003111839294,,"[""JTG-519.36""]",True,"[""JTG-519.36""]",[1],"[""JTG-519.36""]",CarLongPlate747.jpg
"[""51G-491.60""]",[1],1,0.957277774810791,,"[""51G-491.60""]",True,"[""51G-491.60""]",[1],"[""51G-491.60""]",CarLongPlate755.jpg
"[""51G-491.60""]",[1],1,0.9464978575706482,,"[""51G-491.60""]",True,"[""51G-491.60""]",[1],"[""51G-491.60""]",CarLongPlate757.jpg
"[""51G-376.75""]",[1],1,0.936168372631073,,"[""51G-376.75""]",True,"[""51G-376.75""]",[1],"[""51G-376.75""]",CarLongPlate77.jpg
"[""51B-216.66""]",[1],1,0.9515940546989441,,"[""51B-216.66""]",True,"[""51B-216.66""]",[1],"[""51B-216.66""]",CarLongPlate771.jpg
"[""51G-100.96""]",[1],1,0.9435559511184692,,"[""51G-100.96""]",True,"[""51G-100.96""]",[1],"[""51G-100.96""]",CarLongPlate775.jpg
"[""48A-051.77""]",[1],1,0.9401335716247559,,"[""48A-051.77""]",True,"[""48A-051.77""]",[1],"[""48A-051.77""]",CarLongPlate777.jpg
"[""51A-721.10""]",[1],1,0.9492005109786987,,"[""51A-72110""]",True,"[""51A-721.10""]",[1],"[""51A-721.10""]",CarLongPlate81.jpg
"[""51F-598.81""]",[1],1,0.953880250453949,,"[""51F-598.81""]",True,"[""51F-598.81""]",[1],"[""51F-598.81""]",CarLongPlate813.jpg
"[""51A-012.04""]",[1],1,0.9501341581344604,,"[""51A-012.04""]",True,"[""51A-012.04""]",[1],"[""51A-012.04""]",CarLongPlate815.jpg
"[""51F-630.34""]",[1],1,0.9427180886268616,,"[""51F-630.34""]",True,"[""51F-630.34""]",[1],"[""51F-630.34""]",CarLongPlate827.jpg
"[""51A-691.72""]",[1],1,0.9415467381477356,,"[""51A-691.72""]",True,"[""51A-691.72""]",[1],"[""51A-691.72""]",CarLongPlate829.jpg
"[""51F-356.13""]",[1],1,0.952397346496582,,"[""51F-35613""]",True,"[""51F-356.13""]",[1],"[""51F-356.13""]",CarLongPlate833.jpg
"[""51F-161.59""]",[1],1,0.9330658316612244,,"[""51F-161.59""]",True,"[""51F-161.59""]",[1],"[""51F-161.59""]",CarLongPlate845.jpg
"[""86A-066.42""]",[1],1,0.9461008310317993,,"[""86A-066.42""]",True,"[""86A-066.42""]",[1],"[""86A-066.42""]",CarLongPlate859.jpg
"[""51F-789.04""]",[1],1,0.949669361114502,,"[""51F-789.04""]",True,"[""51F-789.04""]",[1],"[""51F-789.04""]",CarLongPlate863.jpg
"[""51F-155.85""]",[1],1,0.9536217451095581,,"[""51F-155.85""]",True,"[""51F-155.85""]",[1],"[""51F-155.85""]",CarLongPlate873.jpg
"[""51F-155.85""]",[1],1,0.9472835659980774,,"[""51F\u00b7155.85""]",True,"[""51F-155.85""]",[1],"[""51F-155.85""]",CarLongPlate879.jpg
"[""51F-155.85""]",[1],1,0.9509603977203369,,"[""51F\u00b7155.85""]",True,"[""51F-155.85""]",[1],"[""51F-155.85""]",CarLongPlate9.jpg
"[""51A-897.14""]",[1],1,0.9515040516853333,,"[""51A-897.14""]",True,"[""51A-897.14""]",[1],"[""51A-897.14""]",CarLongPlate901.jpg
"[""51G-513.32""]",[1],1,0.9455001950263977,,"[""51G-513.32""]",True,"[""51G-513.32""]",[1],"[""51G-513.32""]",CarLongPlate91.jpg
"[""51F-617.12""]",[1],1,0.939581573009491,,"[""51F-617.12""]",True,"[""51F-617.12""]",[1],"[""51F-617.12""]",CarLongPlate927.jpg
"[""51F-630.34""]",[1],1,0.9500414729118347,,"[""51F-630.34""]",True,"[""51F-630.34""]",[1],"[""51F-630.34""]",CarLongPlate931.jpg
"[""51A-691.72""]",[1],1,0.9519526958465576,,"[""51A-691.72""]",True,"[""51A-691.72""]",[1],"[""51A-691.72""]",CarLongPlate933.jpg
"[""51F-048.77""]",[1],1,0.948441743850708,,"[""51F 048.77""]",True,"[""51F-048.77""]",[1],"[""51F-048.77""]",CarLongPlate963.jpg
"[""JA-066.42""]",[1],1,0.9501341581344604,,"[""JA-066.42""]",True,"[""JA-066.42""]",[1],"[""JA-066.42""]",CarLongPlate965.jpg
"[""51G-519.36""]",[1],1,0.9415467381477356,,"[""51G-519.36""]",True,"[""51G-519.36""]",[1],"[""51G-519.36""]",CarLongPlate975.jpg
"[""51F-132.51""]",[1],1,0.9500414729118347,,"[""51F-132.51""]",True,"[""51F-132.51""]",[1],"[""51F-132.51""]",CarLongPlate981.jpg
"[""51G-481.54""]",[1],1,0.9483462572097778,,"[""51G-481.54""]",True,"[""51G-481.54""]",[1],"[""51G-481.54""]",CarLongPlate985.jpg
"[""51A-654.74""]",[1],1,0.9213575720787048,,"[""51A\u00b7654.74""]",True,"[""51A-654.74""]",[1],"[""51A-654.74""]",CarLongPlateGen1003.jpg
"[""29A-517.96""]",[1],1,0.9529258608818054,,"[""29A-517.96""]",True,"[""29A-517.96""]",[1],"[""29A-517.96""]",CarLongPlateGen1015.jpg
"[""HN24182""]",[1],1,0.5501240491867065,,"[""HN24182""]",False,"[""HN24182""]",[1],"[""HN24182""]",CarLongPlateGen103.jpg
"[""51F-687.84""]",[1],1,0.9552357196807861,,"[""51F\u00b7687.84""]",True,"[""51F-687.84""]",[1],"[""51F-687.84""]",CarLongPlateGen1047.jpg
"[""51G-216.70""]",[1],1,0.9589241147041321,,"[""51G\u00b7216.70""]",True,"[""51G-216.70""]",[1],"[""51G-216.70""]",CarLongPlateGen1057.jpg
"[""51A-052.27""]",[1],1,0.9410068988800049,,"[""51A-052.27""]",True,"[""51A-052.27""]",[1],"[""51A-052.27""]",CarLongPlateGen1061.jpg
"[""51F-069.48""]",[1],1,0.9477691650390625,,"[""51F-069.48""]",True,"[""51F-069.48""]",[1],"[""51F-069.48""]",CarLongPlateGen1067.jpg
"[""51G-394.66""]",[1],1,0.9473810195922852,,"[""51G-394.66""]",True,"[""51G-394.66""]",[1],"[""51G-394.66""]",CarLongPlateGen1069.jpg
"[""48A-051.77""]",[1],1,0.930962085723877,,"[""48A-05177""]",True,"[""48A-051.77""]",[1],"[""48A-051.77""]",CarLongPlateGen1075.jpg
"[""51A-897.14""]",[1],1,0.945600688457489,,"[""51A-897.14""]",True,"[""51A-897.14""]",[1],"[""51A-897.14""]",CarLongPlateGen1091.jpg
"[""51F-244.03""]",[1],1,0.9463988542556763,,"[""51F-244.03""]",True,"[""51F-244.03""]",[1],"[""51F-244.03""]",CarLongPlateGen1095.jpg
"[""51G-316.91""]",[1],1,0.9485372304916382,,"[""51G-316.91""]",True,"[""51G-316.91""]",[1],"[""51G-316.91""]",CarLongPlateGen1101.jpg
"[""51F-598.81""]",[1],1,0.94629967212677,,"[""51F-598.81""]",True,"[""51F-598.81""]",[1],"[""51F-598.81""]",CarLongPlateGen1123.jpg
"[""50LD-044.11""]",[1],1,0.9488224983215332,,"[""50LD-044.11""]",True,"[""50LD-044.11""]",[1],"[""50LD-044.11""]",CarLongPlateGen1125.jpg
"[""61152011""]",[1],1,0.8520758748054504,,"[""61152011""]",False,"[""61152011""]",[1],"[""61152011""]",CarLongPlateGen113.jpg
"[""51A-012.04""]",[1],1,0.9289263486862183,,"[""51A\u00b7012.04""]",True,"[""51A-012.04""]",[1],"[""51A-012.04""]",CarLongPlateGen1141.jpg
"[""51F-324.88""]",[1],1,0.9326989054679871,,"[""51F 324.88""]",True,"[""51F-324.88""]",[1],"[""51F-324.88""]",CarLongPlateGen115.jpg
"[""51F-882.70""]",[1],1,0.9542226791381836,,"[""51F 882.70""]",True,"[""51F-882.70""]",[1],"[""51F-882.70""]",CarLongPlateGen1151.jpg
"[""51A-691.72""]",[1],1,0.9453993439674377,,"[""51A-691.72""]",True,"[""51A-691.72""]",[1],"[""51A-691.72""]",CarLongPlateGen1159.jpg
"[""51G-376.75""]",[1],1,0.9482505321502686,,"[""51G-376.75""]",True,"[""51G-376.75""]",[1],"[""51G-376.75""]",CarLongPlateGen1167.jpg
"[""51F-244.03""]",[1],1,0.936051607131958,,"[""51F\u00b7244.03""]",True,"[""51F-244.03""]",[1],"[""51F-244.03""]",CarLongPlateGen1173.jpg
"[""51G-513.32""]",[1],1,0.9530133008956909,,"[""51G-513.32""]",True,"[""51G-513.32""]",[1],"[""51G-513.32""]",CarLongPlateGen1177.jpg
"[""51G-513.32""]",[1],1,0.9479621648788452,,"[""51G-513.32""]",True,"[""51G-513.32""]",[1],"[""51G-513.32""]",CarLongPlateGen1179.jpg
"[""51F-207.54""]",[1],1,0.9429286122322083,,"[""51F-207.54""]",True,"[""51F-207.54""]",[1],"[""51F-207.54""]",CarLongPlateGen1195.jpg
"[""51F-311.18""]",[1],1,0.9385759830474854,,"[""51F-311.18""]",True,"[""51F-311.18""]",[1],"[""51F-311.18""]",CarLongPlateGen1199.jpg
"[""51F-065.32""]",[1],1,0.9511421918869019,,"[""51F-06532""]",True,"[""51F-065.32""]",[1],"[""51F-065.32""]",CarLongPlateGen1207.jpg
"[""50LD-044.11""]",[1],1,0.9530133008956909,,"[""50LD-044.11""]",True,"[""50LD-044.11""]",[1],"[""50LD-044.11""]",CarLongPlateGen1209.jpg
"[""51A-853.25""]",[1],1,0.9213575720787048,,"[""51A-85325""]",True,"[""51A-853.25""]",[1],"[""51A-853.25""]",CarLongPlateGen1213.jpg
"[""51G-216.70""]",[1],1,0.937325656414032,,"[""51G-216.70""]",True,"[""51G-216.70""]",[1],"[""51G-216.70""]",CarLongPlateGen1223.jpg
"[""51G-394.66""]",[1],1,0.9411153197288513,,"[""51G-394.66""]",True,"[""51G-394.66""]",[1],"[""51G-394.66""]",CarLongPlateGen1229.jpg
"[""51G-429.71""]",[1],1,0.9558166265487671,,"[""51G-429.71""]",True,"[""51G-429.71""]",[1],"[""51G-429.71""]",CarLongPlateGen1233.jpg
"[""51F-630.34""]",[1],1,0.9320833086967468,,"[""51F\u00b7630.34""]",True,"[""51F-630.34""]",[1],"[""51F-630.34""]",CarLongPlateGen1239.jpg
"[""51A-721.10""]",[1],1,0.9537081718444824,,"[""51A-72110""]",True,"[""51A-721.10""]",[1],"[""51A-721.10""]",CarLongPlateGen1251.jpg
"[""51G-376.75""]",[1],1,0.9565531015396118,,"[""51G-376.75""]",True,"[""51G-376.75""]",[1],"[""51G-376.75""]",CarLongPlateGen1257.jpg
"[""52P-5688""]",[1],1,0.9472835659980774,,"[""52P-5688""]",True,"[""52P-5688""]",[1],"[""52P-5688""]",CarLongPlateGen1269.jpg
"[""51G-006.72""]",[1],1,0.948441743850708,,"[""51G-006.72""]",True,"[""51G-006.72""]",[1],"[""51G-006.72""]",CarLongPlateGen1273.jpg
"[""51A-029.23""]",[1],1,0.9583821892738342,,"[""51A-029.23""]",True,"[""51A-029.23""]",[1],"[""51A-029.23""]",CarLongPlateGen1279.jpg
"[""51F-311.18""]",[1],1,0.9511421918869019,,"[""51F-311.18""]",True,"[""51F-311.18""]",[1],"[""51F-311.18""]",CarLongPlateGen1289.jpg
"[""51F-820.00""]",[1],1,0.5198869705200195,,"[""51F 82000""]",False,"[""51F-820.00""]",[1],"[""51F-820.00""]",CarLongPlateGen129.jpg
"[""51G-505.53""]",[1],1,0.9505029916763306,,"[""51G-505.53""]",True,"[""51G-505.53""]",[1],"[""51G-505.53""]",CarLongPlateGen1293.jpg
"[""51G-473.40""]",[1],1,0.9174507260322571,,"[""51G-47340""]",True,"[""51G-473.40""]",[1],"[""51G-473.40""]",CarLongPlateGen1297.jpg
"[""51F-065.32""]",[1],1,0.9480584859848022,,"[""51F-065.32""]",True,"[""51F-065.32""]",[1],"[""51F-065.32""]",CarLongPlateGen1307.jpg
"[""51A-720.78""]",[1],1,0.9164093732833862,,"[""51A720.78""]",True,"[""51A-720.78""]",[1],"[""51A-720.78""]",CarLongPlateGen131.jpg
"[""51F-220.29""]",[1],1,0.9486324787139893,,"[""51F-220.29""]",True,"[""51F-220.29""]",[1],"[""51F-220.29""]",CarLongPlateGen1311.jpg
"[""51G-222.37""]",[1],1,0.9472835659980774,,"[""51G-222.37""]",True,"[""51G-222.37""]",[1],"[""51G-222.37""]",CarLongPlateGen1345.jpg
"[""51F-244.03""]",[1],1,0.9269675612449646,,"[""51F\u00b7244.03""]",True,"[""51F-244.03""]",[1],"[""51F-244.03""]",CarLongPlateGen1349.jpg
"[""51G-513.32""]",[1],1,0.9531880021095276,,"[""51G-513.32""]",True,"[""51G-513.32""]",[1],"[""51G-513.32""]",CarLongPlateGen1357.jpg
"[""60A-359.81""]",[1],1,0.9450961351394653,,"[""60A-359.81""]",True,"[""60A-359.81""]",[1],"[""60A-359.81""]",CarLongPlateGen1363.jpg
"[""51A-775.29""]",[1],1,0.9570375084877014,,"[""51A:775.29""]",True,"[""51A-775.29""]",[1],"[""51A-775.29""]",CarLongPlateGen1375.jpg
"[""51F-574.93""]",[1],1,0.9498556852340698,,"[""51F-574.93""]",True,"[""51F-574.93""]",[1],"[""51F-574.93""]",CarLongPlateGen1377.jpg
"[""51G-495.39""]",[1],1,0.9488224983215332,,"[""51G-495.39""]",True,"[""51G-495.39""]",[1],"[""51G-495.39""]",CarLongPlateGen1389.jpg
"[""51F-730.29""]",[1],1,0.938010573387146,,"[""51F 73029""]",True,"[""51F-730.29""]",[1],"[""51F-730.29""]",CarLongPlateGen1407.jpg
"[""51F-617.12""]",[1],1,0.9314625263214111,,"[""51F-617.12""]",True,"[""51F-617.12""]",[1],"[""51F-617.12""]",CarLongPlateGen1421.jpg
"[""51F-079.73""]",[1],1,0.849846601486206,,"[""S1F-07973""]",False,"[""51F-079.73""]",[1],"[""51F-079.73""]",CarLongPlateGen143.jpg
"[""51A-961.41""]",[1],1,0.9492005109786987,,"[""51A-961.41""]",True,"[""51A-961.41""]",[1],"[""51A-961.41""]",CarLongPlateGen1435.jpg
"[""51F-244.03""]",[1],1,0.9479621648788452,,"[""51F-244.03""]",True,"[""51F-244.03""]",[1],"[""51F-244.03""]",CarLongPlateGen1437.jpg
"[""51F-069.48""]",[1],1,0.9489172697067261,,"[""51F-069.48""]",True,"[""51F-069.48""]",[1],"[""51F-069.48""]",CarLongPlateGen1487.jpg
"[""29A-517.96""]",[1],1,0.9116528034210205,,"[""29A51796""]",True,"[""29A-517.96""]",[1],"[""29A-517.96""]",CarLongPlateGen15.jpg
"[""F-161.59""]",[1],1,0.9199306964874268,,"[""F-161.59""]",True,"[""F-161.59""]",[1],"[""F-161.59""]",CarLongPlateGen1505.jpg
"[""60A-359.81""]",[1],1,0.9438672661781311,,"[""60A-359.81""]",True,"[""60A-359.81""]",[1],"[""60A-359.81""]",CarLongPlateGen1537.jpg
"[""51G-217.97""]",[1],1,0.9475754499435425,,"[""51G-217.97""]",True,"[""51G-217.97""]",[1],"[""51G-217.97""]",CarLongPlateGen1547.jpg
"[""51163034""]",[1],1,0.8992984294891357,,"[""511 63034""]",False,"[""51163034""]",[1],"[""51163034""]",CarLongPlateGen157.jpg
"[""51G-373.07""]",[1],1,0.9436599016189575,,"[""51G-373.07""]",True,"[""51G-373.07""]",[1],"[""51G-373.07""]",CarLongPlateGen1577.jpg
"[""86A-068.44""]",[1],1,0.9461008310317993,,"[""86A\u00b7068.44""]",True,"[""86A-068.44""]",[1],"[""86A-068.44""]",CarLongPlateGen1589.jpg
"[""93LD-001.03""]",[1],1,0.9443824291229248,,"[""93LD-001.03""]",True,"[""93LD-001.03""]",[1],"[""93LD-001.03""]",CarLongPlateGen1591.jpg
"[""51G-394.66""]",[1],1,0.9530133008956909,,"[""51G-394.66""]",True,"[""51G-394.66""]",[1],"[""51G-394.66""]",CarLongPlateGen1611.jpg
"[""51F-882.70""]",[1],1,0.9582261443138123,,"[""51F-882.70""]",True,"[""51F-882.70""]",[1],"[""51F-882.70""]",CarLongPlateGen1615.jpg
"[""61A-229.59""]",[1],1,0.9476723670959473,,"[""61A-229.59""]",True,"[""61A-229.59""]",[1],"[""61A-229.59""]",CarLongPlateGen1619.jpg
"[""51F-161.59""]",[1],1,0.9509603977203369,,"[""51F\u00b7161.59""]",True,"[""51F-161.59""]",[1],"[""51F-161.59""]",CarLongPlateGen1633.jpg
"[""61A-395.34""]",[1],1,0.9488224983215332,,"[""61A-395.34""]",True,"[""61A-395.34""]",[1],"[""61A-395.34""]",CarLongPlateGen1635.jpg
"[""60A-359.81""]",[1],1,0.9497627019882202,,"[""60A-359.81""]",True,"[""60A-359.81""]",[1],"[""60A-359.81""]",CarLongPlateGen1639.jpg
