plate_text,plate_count,detection_count,max_confidence,bbox_summary,raw_plate_text,high_conf_detection,all_unique_plates,unique_plate_count,frame_plate_text,image
"[""AH-1D-50""]",[1],1,0.4815148115158081,,"[""AH-1D-50""]",False,"[""AH-1D-50""]",[1],"[""AH-1D-50""]",brightnessquandoi23.jpg
[],[],0,0.0,,[],False,[],[],[],brightnessquandoi55.jpg
"[""TH-52-73""]",[1],1,0.9451974034309387,,"[""TH-52-73""]",True,"[""TH-52-73""]",[1],"[""TH-52-73""]",brightnessquandoi71.jpg
"[""BH52-43""]",[1],1,0.8272706270217896,,"[""BH\n52-43""]",False,"[""BH52-43""]",[1],"[""BH52-43""]",brightnessquandoi85.jpg
"[""BH-52-50""]",[1],1,0.717507004737854,,"[""BH-52-50""]",False,"[""BH-52-50""]",[1],"[""BH-52-50""]",brightnessquandoi97.jpg
"[""AS-UF9798"", ""6-NG-16""]","[1, 1]",2,0.0,,"[""AS-UF\n9798"", ""6-NG-16""]",False,"[""AS-UF9798"", ""6-NG-16""]","[1, 1]","[""AS-UF9798"", ""6-NG-16""]",cropngoaigiao7.jpg
"[""OA-55-91""]",[1],1,0.8570517301559448,,"[""OA-55-91""]",False,"[""OA-55-91""]",[1],"[""OA-55-91""]",cropquandoi31.jpg
"[""TM23-66""]",[1],1,0.7261344194412231,,"[""TM\n23-66""]",False,"[""TM23-66""]",[1],"[""TM23-66""]",cropquandoi67.jpg
"[""BH-52-40"", ""VVVVVVV""]","[1, 1]",2,0.0,,"[""BH-52-40"", ""VVVVVVV""]",False,"[""BH-52-40"", ""VVVVVVV""]","[1, 1]","[""BH-52-40"", ""VVVVVVV""]",cropquandoi83.jpg
[],[],0,0.0,,[],False,[],[],[],cropquandoi85.jpg
[],[],0,0.0,,[],False,[],[],[],cropquandoi99.jpg
"[""80NG-376.14"", ""29A-439.14""]","[1, 1]",2,0.0,,"[""80-NG-376-14"", ""29A 439.14""]",False,"[""80NG-376.14"", ""29A-439.14""]","[1, 1]","[""80NG-376.14"", ""29A-439.14""]",ngoaigiao11.jpg
"[""80NG-011.81""]",[1],1,0.9386884570121765,,"[""80-NG-01181""]",True,"[""80NG-011.81""]",[1],"[""80NG-011.81""]",ngoaigiao13.jpg
[],[],0,0.0,,[],False,[],[],[],quandoi103.jpg
"[""TN2723""]",[1],1,0.5715872645378113,,"[""TN2723""]",False,"[""TN2723""]",[1],"[""TN2723""]",quandoi39.jpg
"[""TH-49-95""]",[1],1,0.9058233499526978,,"[""TH-49-95""]",True,"[""TH-49-95""]",[1],"[""TH-49-95""]",quandoi45.jpg
"[""TH-72-20""]",[1],1,0.5947866439819336,,"[""TH-72-20""]",False,"[""TH-72-20""]",[1],"[""TH-72-20""]",quandoi55.jpg
"[""VN12111""]",[1],1,0.8844391107559204,,"[""VN12111""]",False,"[""VN12111""]",[1],"[""VN12111""]",quandoi65.jpg
"[""TM23-66""]",[1],1,0.8946054577827454,,"[""TM\n23-66""]",False,"[""TM23-66""]",[1],"[""TM23-66""]",quandoi67.jpg
"[""TH-52-73""]",[1],1,0.9462003111839294,,"[""TH-52-73""]",True,"[""TH-52-73""]",[1],"[""TH-52-73""]",quandoi71.jpg
"[""BH-54-42""]",[1],1,0.8916224837303162,,"[""BH-54-42""]",False,"[""BH-54-42""]",[1],"[""BH-54-42""]",quandoi73.jpg
"[""BH-54-42""]",[1],1,0.8916224837303162,,"[""BH-54-42""]",False,"[""BH-54-42""]",[1],"[""BH-54-42""]",quandoi75.jpg
"[""71858"", ""BM-52-62""]","[1, 1]",2,0.0,,"[""71858"", ""BM-52-62""]",False,"[""71858"", ""BM-52-62""]","[1, 1]","[""71858"", ""BM-52-62""]",quandoi79.jpg
"[""BH-52-40"", ""411902301""]","[1, 1]",2,0.0,,"[""BH-52-40"", ""411902301""]",False,"[""BH-52-40"", ""411902301""]","[1, 1]","[""BH-52-40"", ""411902301""]",quandoi83.jpg
"[""MH591""]",[1],1,0.8536689877510071,,"[""MH591""]",False,"[""MH591""]",[1],"[""MH591""]",quandoi9.jpg
"[""BH-52-50"", ""LK-2225""]","[1, 1]",2,0.0,,"[""BH-52-50"", ""LK-2225""]",False,"[""BH-52-50"", ""LK-2225""]","[1, 1]","[""BH-52-50"", ""LK-2225""]",quandoi95.jpg
"[""80-NG""]",[1],1,0.9470881819725037,,"[""80-NG""]",True,"[""80-NG""]",[1],"[""80-NG""]",rotatengoaigiao15.jpg
"[""TH-66-72""]",[1],1,0.5575441718101501,,"[""TH-66-72""]",False,"[""TH-66-72""]",[1],"[""TH-66-72""]",rotatequandoi1.jpg
[],[],0,0.0,,[],False,[],[],[],rotatequandoi105.jpg
"[""OA-16-05""]",[1],1,0.9056565761566162,,"[""OA-16-05""]",True,"[""OA-16-05""]",[1],"[""OA-16-05""]",rotatequandoi13.jpg
"[""MK-10-50""]",[1],1,0.5752301216125488,,"[""MK-10-50""]",False,"[""MK-10-50""]",[1],"[""MK-10-50""]",rotatequandoi23.jpg
[],[],0,0.0,,[],False,[],[],[],rotatequandoi27.jpg
[],[],0,0.0,,[],False,[],[],[],rotatequandoi43.jpg
"[""TH-72-20""]",[1],1,0.5819565653800964,,"[""TH-72-20""]",False,"[""TH-72-20""]",[1],"[""TH-72-20""]",rotatequandoi55.jpg
"[""KB-50-03""]",[1],1,0.8187368512153625,,"[""KB-50-03""]",False,"[""KB-50-03""]",[1],"[""KB-50-03""]",rotatequandoi61.jpg
"[""KC-57-04"", ""K-DH"", ""VN121201""]","[1, 1, 1]",3,0.0,,"[""KC-57-04"", ""K-DH"", ""VN121201""]",False,"[""KC-57-04"", ""K-DH"", ""VN121201""]","[1, 1, 1]","[""KC-57-04"", ""K-DH"", ""VN121201""]",rotatequandoi7.jpg
[],[],0,0.0,,[],False,[],[],[],rotatequandoi9.jpg
"[""BH-52-50""]",[1],1,0.804405927658081,,"[""BH-52-50""]",False,"[""BH-52-50""]",[1],"[""BH-52-50""]",rotatequandoi97.jpg
"[""62H-571.08""]",[1],1,0.9524857997894287,,"[""62 H5\n7108""]",True,"[""62H-571.08""]",[1],"[""62H-571.08""]",xemay1001.jpg
"[""59M-190208""]",[1],1,0.9436599016189575,,"[""59-M1\n902.08""]",True,"[""59M-190208""]",[1],"[""59M-190208""]",xemay1007.jpg
"[""60F-150670""]",[1],1,0.9457011222839355,,"[""60-F1\n506.70""]",True,"[""60F-150670""]",[1],"[""60F-150670""]",xemay1013.jpg
"[""59X-275198""]",[1],1,0.9419752359390259,,"[""59-X2\n751.98""]",True,"[""59X-275198""]",[1],"[""59X-275198""]",xemay1015.jpg
"[""54F-241.06""]",[1],1,0.9480584859848022,,"[""54 F2\n4106""]",True,"[""54F-241.06""]",[1],"[""54F-241.06""]",xemay1029.jpg
"[""67B-169660""]",[1],1,0.9510514140129089,,"[""67-B1\n696.60""]",True,"[""67B-169660""]",[1],"[""67B-169660""]",xemay1037.jpg
"[""54U-543.16""]",[1],1,0.9452984929084778,,"[""54-U5\n4316""]",True,"[""54U-543.16""]",[1],"[""54U-543.16""]",xemay1041.jpg
"[""55P-896.13""]",[1],1,0.9549844264984131,,"[""55-P8\n9613""]",True,"[""55P-896.13""]",[1],"[""55P-896.13""]",xemay1049.jpg
"[""59V-209048""]",[1],1,0.9470881819725037,,"[""59-V2\n090.48""]",True,"[""59V-209048""]",[1],"[""59V-209048""]",xemay1059.jpg
"[""78C-119455""]",[1],1,0.9506864547729492,,"[""78-C1\n194.55""]",True,"[""78C-119455""]",[1],"[""78C-119455""]",xemay1061.jpg
"[""59X-267951""]",[1],1,0.9442797303199768,,"[""59-X2\n679.51""]",True,"[""59X-267951""]",[1],"[""59X-267951""]",xemay1065.jpg
"[""67B-100979""]",[1],1,0.9466953873634338,,"[""67-B1\n009.79""]",True,"[""67B-100979""]",[1],"[""67B-100979""]",xemay1077.jpg
"[""59P-211073""]",[1],1,0.9377830028533936,,"[""59-P2\n110.73""]",True,"[""59P-211073""]",[1],"[""59P-211073""]",xemay1083.jpg
"[""59U-159897""]",[1],1,0.9480584859848022,,"[""59-U1\n598.97""]",True,"[""59U-159897""]",[1],"[""59U-159897""]",xemay109.jpg
"[""16F-263.03""]",[1],1,0.9457011222839355,,"[""16-F2\n6303""]",True,"[""16F-263.03""]",[1],"[""16F-263.03""]",xemay1095.jpg
"[""59M-154192""]",[1],1,0.9468920826911926,,"[""59-M1\n541.92""]",True,"[""59M-154192""]",[1],"[""59M-154192""]",xemay1107.jpg
"[""59C-255006""]",[1],1,0.9516838788986206,,"[""59-C2\n550.06""]",True,"[""59C-255006""]",[1],"[""59C-255006""]",xemay1109.jpg
"[""60B-715461""]",[1],1,0.9485372304916382,,"[""60-B7\n154.61""]",True,"[""60B-715461""]",[1],"[""60B-715461""]",xemay1127.jpg
"[""59C-204837""]",[1],1,0.9416541457176208,,"[""59-C2\n048.37""]",True,"[""59C-204837""]",[1],"[""59C-204837""]",xemay1129.jpg
"[""59F-138151""]",[1],1,0.9452984929084778,,"[""59-F1\n381.51""]",True,"[""59F-138151""]",[1],"[""59F-138151""]",xemay113.jpg
"[""59X-132817""]",[1],1,0.9491062164306641,,"[""59 X1\n328 17""]",True,"[""59X-132817""]",[1],"[""59X-132817""]",xemay1133.jpg
"[""54H-355.81""]",[1],1,0.9489172697067261,,"[""54-H3\n5581""]",True,"[""54H-355.81""]",[1],"[""54H-355.81""]",xemay1157.jpg
"[""59X-121394""]",[1],1,0.9517737030982971,,"[""59-X1\n213.94""]",True,"[""59X-121394""]",[1],"[""59X-121394""]",xemay1161.jpg
"[""54T-544.98""]",[1],1,0.9439706206321716,,"[""54-T5\n4498""]",True,"[""54T-544.98""]",[1],"[""54T-544.98""]",xemay1167.jpg
"[""59P-194751""]",[1],1,0.9514138102531433,,"[""59-P1\n947.51""]",True,"[""59P-194751""]",[1],"[""59P-194751""]",xemay1173.jpg
"[""50B-422155""]",[1],1,0.9480584859848022,,"[""S0-B4\n221.55""]",True,"[""50B-422155""]",[1],"[""50B-422155""]",xemay1183.jpg
"[""59K-122599""]",[1],1,0.9483462572097778,,"[""59-K1\n225-99""]",True,"[""59K-122599""]",[1],"[""59K-122599""]",xemay1191.jpg
"[""62K-856.07""]",[1],1,0.9501341581344604,,"[""62-K8\n5607""]",True,"[""62K-856.07""]",[1],"[""62K-856.07""]",xemay1207.jpg
"[""59M-188418""]",[1],1,0.9503188729286194,,"[""59-M1\n884.18""]",True,"[""59M-188418""]",[1],"[""59M-188418""]",xemay1209.jpg
"[""54S-508.82""]",[1],1,0.9549844264984131,,"[""54 S5\n0882""]",True,"[""54S-508.82""]",[1],"[""54S-508.82""]",xemay1211.jpg
"[""59F-111299""]",[1],1,0.9514138102531433,,"[""59-F1\n112.99""]",True,"[""59F-111299""]",[1],"[""59F-111299""]",xemay1213.jpg
"[""49K-139272""]",[1],1,0.9501341581344604,,"[""49-K1\n392.72""]",True,"[""49K-139272""]",[1],"[""49K-139272""]",xemay1215.jpg
"[""59T-183013""]",[1],1,0.9427180886268616,,"[""59T1\n830.13""]",True,"[""59T-183013""]",[1],"[""59T-183013""]",xemay1231.jpg
"[""51X-946.54""]",[1],1,0.9468920826911926,,"[""51\u00b7X9\n4654""]",True,"[""51X-946.54""]",[1],"[""51X-946.54""]",xemay1233.jpg
"[""59P-220770""]",[1],1,0.9463988542556763,,"[""59-P2\n207.70""]",True,"[""59P-220770""]",[1],"[""59P-220770""]",xemay1243.jpg
"[""59Y-167452""]",[1],1,0.941439151763916,,"[""59-Y1\n674.52""]",True,"[""59Y-167452""]",[1],"[""59Y-167452""]",xemay1259.jpg
"[""59T-127908""]",[1],1,0.9465966820716858,,"[""59\u00b7T1\n279.08""]",True,"[""59T-127908""]",[1],"[""59T-127908""]",xemay1285.jpg
"[""61X-232.44""]",[1],1,0.9404625296592712,,"[""61-X2\n3244""]",True,"[""61X-232.44""]",[1],"[""61X-232.44""]",xemay1295.jpg
"[""83P-213173""]",[1],1,0.9478657245635986,,"[""83 P2\n131.73""]",True,"[""83P-213173""]",[1],"[""83P-213173""]",xemay1305.jpg
"[""93B-117085""]",[1],1,0.9505947232246399,,"[""93-B1\n170.85""]",True,"[""93B-117085""]",[1],"[""93B-117085""]",xemay1317.jpg
"[""63H-545.88""]",[1],1,0.951323390007019,,"[""63-H5\n4588""]",True,"[""63H-545.88""]",[1],"[""63H-545.88""]",xemay1325.jpg
"[""59X-149573""]",[1],1,0.951323390007019,,"[""59-X1\n495.73""]",True,"[""59X-149573""]",[1],"[""59X-149573""]",xemay1349.jpg
"[""78E-124113""]",[1],1,0.95123291015625,,"[""78-E1\n241.13""]",True,"[""78E-124113""]",[1],"[""78E-124113""]",xemay1351.jpg
"[""59T-127242""]",[1],1,0.9504110217094421,,"[""59-T1\n272.42""]",True,"[""59T-127242""]",[1],"[""59T-127242""]",xemay1363.jpg
"[""69D-104258""]",[1],1,0.9485372304916382,,"[""69-D1\n042.58""]",True,"[""69D-104258""]",[1],"[""69D-104258""]",xemay1369.jpg
"[""59C-143017""]",[1],1,0.9473810195922852,,"[""59 C1\n430.17""]",True,"[""59C-143017""]",[1],"[""59C-143017""]",xemay1379.jpg
"[""51S-575.59""]",[1],1,0.9434518814086914,,"[""51-S5\n7559""]",True,"[""51S-575.59""]",[1],"[""51S-575.59""]",xemay1381.jpg
"[""54U-390.55""]",[1],1,0.9517737030982971,,"[""54-U3\n9055""]",True,"[""54U-390.55""]",[1],"[""54U-390.55""]",xemay1401.jpg
"[""59S-159694""]",[1],1,0.9435559511184692,,"[""59-S1\n596.94""]",True,"[""59S-159694""]",[1],"[""59S-159694""]",xemay1429.jpg
"[""72F-120613""]",[1],1,0.9477691650390625,,"[""72-F1\n206.13""]",True,"[""72F-120613""]",[1],"[""72F-120613""]",xemay143.jpg
"[""59S-144895""]",[1],1,0.9516838788986206,,"[""59-S1\n448.95""]",True,"[""59S-144895""]",[1],"[""59S-144895""]",xemay1441.jpg
"[""60F-141516""]",[1],1,0.9386884570121765,,"[""60-F1\n415.16""]",True,"[""60F-141516""]",[1],"[""60F-141516""]",xemay1457.jpg
"[""81U-100276""]",[1],1,0.9527502655982971,,"[""81-U1\n002.76""]",True,"[""81U-100276""]",[1],"[""81U-100276""]",xemay1483.jpg
"[""62N-136934""]",[1],1,0.9450961351394653,,"[""62-N1\n369.34""]",True,"[""62N-136934""]",[1],"[""62N-136934""]",xemay1501.jpg
"[""59V-192411""]",[1],1,0.9431384205818176,,"[""59-V1\n924.11""]",True,"[""59V-192411""]",[1],"[""59V-192411""]",xemay1509.jpg
"[""59T-162133""]",[1],1,0.9449946880340576,,"[""59-T1\n621.33""]",True,"[""59T-162133""]",[1],"[""59T-162133""]",xemay1511.jpg
"[""51H-321.53""]",[1],1,0.9405717849731445,,"[""51-H3\n2153""]",True,"[""51H-321.53""]",[1],"[""51H-321.53""]",xemay1519.jpg
"[""52U-400.50""]",[1],1,0.951323390007019,,"[""52 U4\n0050""]",True,"[""52U-400.50""]",[1],"[""52U-400.50""]",xemay1521.jpg
"[""J9-B1322.67""]",[1],1,0.9507778882980347,,"[""J9-B1\n322.67""]",True,"[""J9-B1322.67""]",[1],"[""J9-B1322.67""]",xemay1523.jpg
"[""59M-187668""]",[1],1,0.9485372304916382,,"[""59-M1\n876.68""]",True,"[""59M-187668""]",[1],"[""59M-187668""]",xemay1525.jpg
"[""54S-221.48""]",[1],1,0.9537942409515381,,"[""54-S2\n2148""]",True,"[""54S-221.48""]",[1],"[""54S-221.48""]",xemay153.jpg
"[""65L-108396""]",[1],1,0.9537942409515381,,"[""65 L1\n083 96""]",True,"[""65L-108396""]",[1],"[""65L-108396""]",xemay1551.jpg
"[""59S-246039""]",[1],1,0.9412234425544739,,"[""59-S2\n460.39""]",True,"[""59S-246039""]",[1],"[""59S-246039""]",xemay1559.jpg
"[""59K-161301""]",[1],1,0.9500414729118347,,"[""59-K1\n613.01""]",True,"[""59K-161301""]",[1],"[""59K-161301""]",xemay1561.jpg
"[""29B-110559""]",[1],1,0.9394705891609192,,"[""29-B1\n105.59""]",True,"[""29B-110559""]",[1],"[""29B-110559""]",xemay1565.jpg
"[""43S-601.33""]",[1],1,0.9471859931945801,,"[""43-S6\n0133""]",True,"[""43S-601.33""]",[1],"[""43S-601.33""]",xemay1569.jpg
"[""59Y-186494""]",[1],1,0.9461008310317993,,"[""59-Y1\n864.94""]",True,"[""59Y-186494""]",[1],"[""59Y-186494""]",xemay1581.jpg
"[""59C-167790""]",[1],1,0.9483462572097778,,"[""59-C1\n677.90""]",True,"[""59C-167790""]",[1],"[""59C-167790""]",xemay1591.jpg
"[""51H-366.96""]",[1],1,0.9557340741157532,,"[""51-H3\n6696""]",True,"[""51H-366.96""]",[1],"[""51H-366.96""]",xemay1593.jpg
"[""66L-126685""]",[1],1,0.9399133324623108,,"[""66-L1\n26685""]",True,"[""66L-126685""]",[1],"[""66L-126685""]",xemay1599.jpg
"[""59B-129117""]",[1],1,0.9365176558494568,,"[""59-B1\n291.17""]",True,"[""59B-129117""]",[1],"[""59B-129117""]",xemay1611.jpg
"[""59T-146457""]",[1],1,0.948441743850708,,"[""59-T1\n464.57""]",True,"[""59T-146457""]",[1],"[""59T-146457""]",xemay1613.jpg
"[""59V-214465""]",[1],1,0.9461008310317993,,"[""59-V2\n144.65""]",True,"[""59V-214465""]",[1],"[""59V-214465""]",xemay1617.jpg
"[""59V-221604""]",[1],1,0.9435559511184692,,"[""59-V2\n216.04""]",True,"[""59V-221604""]",[1],"[""59V-221604""]",xemay1627.jpg
"[""60B-558583""]",[1],1,0.9478657245635986,,"[""60-B5\n585.83""]",True,"[""60B-558583""]",[1],"[""60B-558583""]",xemay1647.jpg
"[""59F-121926""]",[1],1,0.9515940546989441,,"[""59 F1\n219.26""]",True,"[""59F-121926""]",[1],"[""59F-121926""]",xemay1651.jpg
"[""65X-448.50""]",[1],1,0.937210738658905,,"[""65-X4\n4850""]",True,"[""65X-448.50""]",[1],"[""65X-448.50""]",xemay1661.jpg
"[""52P-281.46""]",[1],1,0.9453993439674377,,"[""52 P2\n8146""]",True,"[""52P-281.46""]",[1],"[""52P-281.46""]",xemay1665.jpg
"[""84G-122593""]",[1],1,0.9516838788986206,,"[""84-G1\n225.93""]",True,"[""84G-122593""]",[1],"[""84G-122593""]",xemay1667.jpg
"[""59P-213159""]",[1],1,0.9433475732803345,,"[""59-P2\n131.59""]",True,"[""59P-213159""]",[1],"[""59P-213159""]",xemay1671.jpg
"[""59C-131162""]",[1],1,0.9366336464881897,,"[""59-C1\n311-62""]",True,"[""59C-131162""]",[1],"[""59C-131162""]",xemay1673.jpg
"[""59T-134738""]",[1],1,0.9519526958465576,,"[""59-T1\n347.38""]",True,"[""59T-134738""]",[1],"[""59T-134738""]",xemay1679.jpg
"[""59L-160778""]",[1],1,0.9465966820716858,,"[""59L1\n607.78""]",True,"[""59L-160778""]",[1],"[""59L-160778""]",xemay1681.jpg
"[""51R-321.61""]",[1],1,0.9490118622779846,,"[""51-R3\n2161""]",True,"[""51R-321.61""]",[1],"[""51R-321.61""]",xemay1683.jpg
"[""55P-843.39""]",[1],1,0.95123291015625,,"[""55-P8\n4339""]",True,"[""55P-843.39""]",[1],"[""55P-843.39""]",xemay1685.jpg
"[""73G-117544""]",[1],1,0.9348725080490112,,"[""73-G1\n175.44""]",True,"[""73G-117544""]",[1],"[""73G-117544""]",xemay1689.jpg
"[""76D-124027""]",[1],1,0.9413313865661621,,"[""76-D1\n240.27""]",True,"[""76D-124027""]",[1],"[""76D-124027""]",xemay169.jpg
"[""79H-342.11""]",[1],1,0.9486324787139893,,"[""79-H3\n4211""]",True,"[""79H-342.11""]",[1],"[""79H-342.11""]",xemay1693.jpg
"[""59V-177832""]",[1],1,0.9526622891426086,,"[""59-V1\n778.32""]",True,"[""59V-177832""]",[1],"[""59V-177832""]",xemay1697.jpg
"[""52M-905.89""]",[1],1,0.9498556852340698,,"[""52-M9\n0589""]",True,"[""52M-905.89""]",[1],"[""52M-905.89""]",xemay1699.jpg
"[""60B-555723""]",[1],1,0.9531880021095276,,"[""60-B5\n557.23""]",True,"[""60B-555723""]",[1],"[""60B-555723""]",xemay17.jpg
"[""59Y-158447""]",[1],1,0.9453993439674377,,"[""59-Y1\n584.47""]",True,"[""59Y-158447""]",[1],"[""59Y-158447""]",xemay1713.jpg
"[""94K-124.26""]",[1],1,0.9460012316703796,,"[""94-K1\n2426""]",True,"[""94K-124.26""]",[1],"[""94K-124.26""]",xemay1719.jpg
"[""59E-104744""]",[1],1,0.9504110217094421,,"[""59-E1\n047.44""]",True,"[""59E-104744""]",[1],"[""59E-104744""]",xemay1723.jpg
"[""59F-116692""]",[1],1,0.9525741338729858,,"[""59-F1\n166.92""]",True,"[""59F-116692""]",[1],"[""59F-116692""]",xemay1729.jpg
"[""52Y-654.46""]",[1],1,0.948441743850708,,"[""52-Y6\n5446""]",True,"[""52Y-654.46""]",[1],"[""52Y-654.46""]",xemay1735.jpg
"[""78N-259.41""]",[1],1,0.9450961351394653,,"[""78-N2\n5941""]",True,"[""78N-259.41""]",[1],"[""78N-259.41""]",xemay1737.jpg
"[""59F-138151""]",[1],1,0.9424007534980774,,"[""59 F1\n381.51""]",True,"[""59F-138151""]",[1],"[""59F-138151""]",xemay1757.jpg
"[""59S-236623""]",[1],1,0.9377830028533936,,"[""59-S2\n366.23""]",True,"[""59S-236623""]",[1],"[""59S-236623""]",xemay1761.jpg
"[""59F-113860""]",[1],1,0.938010573387146,,"[""59-F1\n138.60""]",True,"[""59F-113860""]",[1],"[""59F-113860""]",xemay1763.jpg
"[""60B-801075""]",[1],1,0.9470881819725037,,"[""60-B8\n010.75""]",True,"[""60B-801075""]",[1],"[""60B-801075""]",xemay1783.jpg
"[""59P-183257""]",[1],1,0.9320833086967468,,"[""59-P1\n83257""]",True,"[""59P-183257""]",[1],"[""59P-183257""]",xemay1791.jpg
"[""59H-119374""]",[1],1,0.9432430863380432,,"[""59-H1\n193.74""]",True,"[""59H-119374""]",[1],"[""59H-119374""]",xemay1793.jpg
"[""59LT-776.93""]",[1],1,0.9424007534980774,,"[""59-LT\n776.93""]",True,"[""59LT-776.93""]",[1],"[""59LT-776.93""]",xemay1803.jpg
"[""47-01172.37""]",[1],1,0.9437636137008667,,"[""47-01\n172.37""]",True,"[""47-01172.37""]",[1],"[""47-01172.37""]",xemay1805.jpg
"[""60B-734176""]",[1],1,0.9433475732803345,,"[""60-B7\n341.76""]",True,"[""60B-734176""]",[1],"[""60B-734176""]",xemay1817.jpg
"[""54S-891.69""]",[1],1,0.9398029446601868,,"[""54 S8\n9169""]",True,"[""54S-891.69""]",[1],"[""54S-891.69""]",xemay1823.jpg
"[""59N-187515""]",[1],1,0.93475341796875,,"[""59 N1\n875.15""]",True,"[""59N-187515""]",[1],"[""59N-187515""]",xemay1845.jpg
"[""54S-550.36""]",[1],1,0.9432430863380432,,"[""54-S5\n5036""]",True,"[""54S-550.36""]",[1],"[""54S-550.36""]",xemay1853.jpg
"[""59P-133202""]",[1],1,0.9214990139007568,,"[""59-P1\n332.02""]",True,"[""59P-133202""]",[1],"[""59P-133202""]",xemay1859.jpg
"[""59P-229729""]",[1],1,0.9313377141952515,,"[""59-P2\n297.29""]",True,"[""59P-229729""]",[1],"[""59P-229729""]",xemay1861.jpg
"[""54V-589.64""]",[1],1,0.9358173608779907,,"[""54-V5\n8964""]",True,"[""54V-589.64""]",[1],"[""54V-589.64""]",xemay1869.jpg
"[""79T-266.58""]",[1],1,0.9469902515411377,,"[""79-T2\n6658""]",True,"[""79T-266.58""]",[1],"[""79T-266.58""]",xemay187.jpg
"[""59P-163138""]",[1],1,0.9318356513977051,,"[""59 P1\n631 38""]",True,"[""59P-163138""]",[1],"[""59P-163138""]",xemay1899.jpg
"[""59E-164141""]",[1],1,0.9319595694541931,,"[""59-E1\n641.41""]",True,"[""59E-164141""]",[1],"[""59E-164141""]",xemay1905.jpg
