image,gt_text,pred_text,gt_norm,pred_norm,max_confidence,is_exact_match,ned,is_valid_format
CarLongPlate241.jpg,51A-052.27,51A·052.27,51A-052-27,51A-052-27,0.937325656414032,True,1.0,True
CarLongPlate25.jpg,51F-155.85,51F-155.85,51F-155-85,51F-155-85,0.958615243434906,True,1.0,True
CarLongPlate261.jpg,51A-691.72,51A-691.72,51A-691-72,51A-691-72,0.9463988542556764,True,1.0,True
CarLongPlate265.jpg,51F-161.59,51F-161.59,51F-161-59,51F-161-59,0.949106216430664,True,1.0,True
CarLongPlate267.jpg,51F-066.09,51F 06609,51F-066-09,51F-06609,0.956876575946808,False,0.9,True
CarLongPlate271.jpg,51A-897.14,51A-897.14,51A-897-14,51A-897-14,0.9394705891609192,True,1.0,True
CarLongPlate299.jpg,P-5688,P-5688,P-5688,P-5688,0.9094254970550536,True,1.0,False
CarLongPlate311.jpg,51G-316.91,51G-316.91,51G-316-91,51G-316-91,0.9488224983215332,True,1.0,True
CarLongPlate323.jpg,G-102.09,G-102.09,G-102-09,G-102-09,0.9383503198623656,True,1.0,False
CarLongPlate343.jpg,51F-730.29,51F·730.29,51F-730-29,51F-730-29,0.9388007521629332,True,1.0,True
CarLongPlate359.jpg,51F-617.12,51F-617.12,51F-617-12,51F-617-12,0.9325762391090392,True,1.0,True
CarLongPlate367.jpg,51F-882.70,51F-882.70,51F-882-70,51F-882-70,0.9498556852340698,True,1.0,True
CarLongPlate371.jpg,51A-691.72,51A-691.72,51A-691-72,51A-691-72,0.9577545523643494,True,1.0,True
CarLongPlate375.jpg,51G-510.08,51G-510.08,51G-510-08,51G-510-08,0.9522199034690856,True,1.0,True
CarLongPlate377.jpg,51G-513.32,51G-513.32,51G-513-32,51G-513-32,0.960878312587738,True,1.0,True
CarLongPlate379.jpg,51A-961.41,51A-961.41,51A-961-41,51A-961-41,0.9394705891609192,True,1.0,True
CarLongPlate393.jpg,93LD-001.03,93LD-001.03,93LD-001-03,93LD-001-03,0.9440738558769226,True,1.0,True
CarLongPlate401.jpg,51F-795.12,51F-795.12,51F-795-12,51F-795-12,0.9427180886268616,True,1.0,True
CarLongPlate405.jpg,51F-065.32,51F-065.32,51F-065-32,51F-065-32,0.9528381824493408,True,1.0,True
CarLongPlate41.jpg,51A-052.27,51A-052.27,51A-052-27,51A-052-27,0.9509603977203368,True,1.0,True
CarLongPlate435.jpg,51G-394.66,51G-394.66,51G-394-66,51G-394-66,0.9457011222839355,True,1.0,True
CarLongPlate445.jpg,51G-519.36,51G-519.36,51G-519-36,51G-519-36,0.9365176558494568,True,1.0,True
CarLongPlate449.jpg,51A-691.72,51A-691.72,51A-691-72,51A-691-72,0.9485372304916382,True,1.0,True
CarLongPlate451.jpg,51F-161.59,51F-161.59,51F-161-59,51F-161-59,0.9289263486862184,True,1.0,True
CarLongPlate455.jpg,51G-102.09,51G-102.09,51G-102-09,51G-102-09,0.9554855227470398,True,1.0,True
CarLongPlate459.jpg,52Z-9755,52Z-9755,52Z-9755,52Z-9755,0.9435559511184692,True,1.0,False
CarLongPlate47.jpg,51A-012.04,51A-012.04,51A-012-04,51A-012-04,0.9497627019882202,True,1.0,True
CarLongPlate529.jpg,51G-100.96,51G-100.96,51G-100-96,51G-100-96,0.9525741338729858,True,1.0,True
CarLongPlate551.jpg,51F-882.70,51F-882.70,51F-882-70,51F-882-70,0.953621745109558,True,1.0,True
CarLongPlate557.jpg,51A-052.27,51A-052.27,51A-052-27,51A-052-27,0.948917269706726,True,1.0,True
CarLongPlate563.jpg,51G-216.70,51G-216.70,51G-216-70,51G-216-70,0.9514138102531432,True,1.0,True
CarLongPlate57.jpg,29A-517.96,29A-517.96,29A-517-96,29A-517-96,0.9557340741157532,True,1.0,True
CarLongPlate571.jpg,51F-079.73,51F-079.73,51F-079-73,51F-079-73,0.9509603977203368,True,1.0,True
CarLongPlate581.jpg,51G-373.07,51G-373.07,51G-373-07,51G-373-07,0.9522199034690856,True,1.0,True
CarLongPlate603.jpg,51F-646.65,51F·646.65,51F-646-65,51F-646-65,0.9461008310317992,True,1.0,True
CarLongPlate609.jpg,51G-274.71,51G-274.71,51G-274-71,51G-274-71,0.948441743850708,True,1.0,True
CarLongPlate615.jpg,51A-897.14,51A-897.14,51A-897-14,51A-897-14,0.9485372304916382,True,1.0,True
CarLongPlate629.jpg,51A-961.41,51A-961.41,51A-961-41,51A-961-41,0.9452984929084778,True,1.0,True
CarLongPlate645.jpg,51F-069.48,51F-069.48,51F-069-48,51F-069-48,0.9296960830688475,True,1.0,True
CarLongPlate649.jpg,51F-155.85,51F-155.85,51F-155-85,51F-155-85,0.9400236010551452,True,1.0,True
CarLongPlate659.jpg,51F-222.61,51F-222.61,51F-222-61,51F-222-61,0.9444848895072936,True,1.0,True
CarLongPlate683.jpg,51F-630.34,51F 630.34,51F-630-34,51F-630-34,0.9485372304916382,True,1.0,True
CarLongPlate689.jpg,61A-229.59,61A-229.59,61A-229-59,61A-229-59,0.9448931217193604,True,1.0,True
CarLongPlate69.jpg,51A-691.72,51A-691.72,51A-691-72,51A-691-72,0.9318356513977052,True,1.0,True
CarLongPlate709.jpg,51F-446.14,51F-446.14,51F-446-14,51F-446-14,0.9556514620780944,True,1.0,True
CarLongPlate711.jpg,51F-446.14,51F-446.14,51F-446-14,51F-446-14,0.9352282881736756,True,1.0,True
CarLongPlate713.jpg,51F-446.14,51F-446.14,51F-446-14,51F-446-14,0.948917269706726,True,1.0,True
CarLongPlate715.jpg,29A-517.96,29A-517.96,29A-517-96,29A-517-96,0.9431384205818176,True,1.0,True
CarLongPlate735.jpg,F-582.50,F-582.50,F-582-50,F-582-50,0.907312273979187,True,1.0,False
CarLongPlate743.jpg,51F-026.87,51F-026.87,51F-026-87,51F-026-87,0.9506864547729492,True,1.0,True
CarLongPlate747.jpg,JTG-519.36,JTG-519.36,JTG-519-36,JTG-519-36,0.9462003111839294,True,1.0,False
CarLongPlate755.jpg,51G-491.60,51G-491.60,51G-491-60,51G-491-60,0.957277774810791,True,1.0,True
CarLongPlate757.jpg,51G-491.60,51G-491.60,51G-491-60,51G-491-60,0.9464978575706482,True,1.0,True
CarLongPlate77.jpg,51G-376.75,51G-376.75,51G-376-75,51G-376-75,0.936168372631073,True,1.0,True
CarLongPlate771.jpg,51B-216.66,51B-216.66,51B-216-66,51B-216-66,0.951594054698944,True,1.0,True
CarLongPlate775.jpg,51G-100.96,51G-100.96,51G-100-96,51G-100-96,0.9435559511184692,True,1.0,True
CarLongPlate777.jpg,48A-051.77,48A-051.77,48A-051-77,48A-051-77,0.940133571624756,True,1.0,True
CarLongPlate81.jpg,51A-721.10,51A-72110,51A-721-10,51A-72110,0.9492005109786988,False,0.9,True
CarLongPlate813.jpg,51F-598.81,51F-598.81,51F-598-81,51F-598-81,0.953880250453949,True,1.0,True
CarLongPlate815.jpg,51A-012.04,51A-012.04,51A-012-04,51A-012-04,0.9501341581344604,True,1.0,True
CarLongPlate827.jpg,51F-630.34,51F-630.34,51F-630-34,51F-630-34,0.9427180886268616,True,1.0,True
CarLongPlate829.jpg,51A-691.72,51A-691.72,51A-691-72,51A-691-72,0.9415467381477356,True,1.0,True
CarLongPlate833.jpg,51F-356.13,51F-35613,51F-356-13,51F-35613,0.952397346496582,False,0.9,True
CarLongPlate845.jpg,51F-161.59,51F-161.59,51F-161-59,51F-161-59,0.9330658316612244,True,1.0,True
CarLongPlate859.jpg,86A-066.42,86A-066.42,86A-066-42,86A-066-42,0.9461008310317992,True,1.0,True
CarLongPlate863.jpg,51F-789.04,51F-789.04,51F-789-04,51F-789-04,0.949669361114502,True,1.0,True
CarLongPlate873.jpg,51F-155.85,51F-155.85,51F-155-85,51F-155-85,0.953621745109558,True,1.0,True
CarLongPlate879.jpg,51F-155.85,51F·155.85,51F-155-85,51F-155-85,0.9472835659980774,True,1.0,True
CarLongPlate9.jpg,51F-155.85,51F·155.85,51F-155-85,51F-155-85,0.9509603977203368,True,1.0,True
CarLongPlate901.jpg,51A-897.14,51A-897.14,51A-897-14,51A-897-14,0.9515040516853333,True,1.0,True
CarLongPlate91.jpg,51G-513.32,51G-513.32,51G-513-32,51G-513-32,0.9455001950263976,True,1.0,True
CarLongPlate927.jpg,51F-617.12,51F-617.12,51F-617-12,51F-617-12,0.939581573009491,True,1.0,True
CarLongPlate931.jpg,51F-630.34,51F-630.34,51F-630-34,51F-630-34,0.9500414729118348,True,1.0,True
CarLongPlate933.jpg,51A-691.72,51A-691.72,51A-691-72,51A-691-72,0.9519526958465576,True,1.0,True
CarLongPlate963.jpg,51F-048.77,51F 048.77,51F-048-77,51F-048-77,0.948441743850708,True,1.0,True
CarLongPlate965.jpg,JA-066.42,JA-066.42,JA-066-42,JA-066-42,0.9501341581344604,True,1.0,False
CarLongPlate975.jpg,51G-519.36,51G-519.36,51G-519-36,51G-519-36,0.9415467381477356,True,1.0,True
CarLongPlate981.jpg,51F-132.51,51F-132.51,51F-132-51,51F-132-51,0.9500414729118348,True,1.0,True
CarLongPlate985.jpg,51G-481.54,51G-481.54,51G-481-54,51G-481-54,0.9483462572097778,True,1.0,True
CarLongPlateGen1003.jpg,51A-654.74,51A·654.74,51A-654-74,51A-654-74,0.9213575720787048,True,1.0,True
CarLongPlateGen1015.jpg,29A-517.96,29A-517.96,29A-517-96,29A-517-96,0.9529258608818054,True,1.0,True
CarLongPlateGen103.jpg,HN24182,HN24182,HN24182,HN24182,0.5501240491867065,True,1.0,False
CarLongPlateGen1047.jpg,51F-687.84,51F·687.84,51F-687-84,51F-687-84,0.955235719680786,True,1.0,True
CarLongPlateGen1057.jpg,51G-216.70,51G·216.70,51G-216-70,51G-216-70,0.958924114704132,True,1.0,True
CarLongPlateGen1061.jpg,51A-052.27,51A-052.27,51A-052-27,51A-052-27,0.9410068988800048,True,1.0,True
CarLongPlateGen1067.jpg,51F-069.48,51F-069.48,51F-069-48,51F-069-48,0.9477691650390624,True,1.0,True
CarLongPlateGen1069.jpg,51G-394.66,51G-394.66,51G-394-66,51G-394-66,0.9473810195922852,True,1.0,True
CarLongPlateGen1075.jpg,48A-051.77,48A-05177,48A-051-77,48A-05177,0.930962085723877,False,0.9,True
CarLongPlateGen1091.jpg,51A-897.14,51A-897.14,51A-897-14,51A-897-14,0.945600688457489,True,1.0,True
CarLongPlateGen1095.jpg,51F-244.03,51F-244.03,51F-244-03,51F-244-03,0.9463988542556764,True,1.0,True
CarLongPlateGen1101.jpg,51G-316.91,51G-316.91,51G-316-91,51G-316-91,0.9485372304916382,True,1.0,True
CarLongPlateGen1123.jpg,51F-598.81,51F-598.81,51F-598-81,51F-598-81,0.94629967212677,True,1.0,True
CarLongPlateGen1125.jpg,50LD-044.11,50LD-044.11,50LD-044-11,50LD-044-11,0.9488224983215332,True,1.0,True
CarLongPlateGen1141.jpg,51A-012.04,51A·012.04,51A-012-04,51A-012-04,0.9289263486862184,True,1.0,True
CarLongPlateGen115.jpg,51F-324.88,51F 324.88,51F-324-88,51F-324-88,0.9326989054679872,True,1.0,True
CarLongPlateGen1151.jpg,51F-882.70,51F 882.70,51F-882-70,51F-882-70,0.9542226791381836,True,1.0,True
CarLongPlateGen1159.jpg,51A-691.72,51A-691.72,51A-691-72,51A-691-72,0.9453993439674376,True,1.0,True
CarLongPlateGen1167.jpg,51G-376.75,51G-376.75,51G-376-75,51G-376-75,0.9482505321502686,True,1.0,True
CarLongPlateGen1173.jpg,51F-244.03,51F·244.03,51F-244-03,51F-244-03,0.936051607131958,True,1.0,True
CarLongPlateGen1177.jpg,51G-513.32,51G-513.32,51G-513-32,51G-513-32,0.9530133008956908,True,1.0,True
CarLongPlateGen1179.jpg,51G-513.32,51G-513.32,51G-513-32,51G-513-32,0.9479621648788452,True,1.0,True
CarLongPlateGen1195.jpg,51F-207.54,51F-207.54,51F-207-54,51F-207-54,0.9429286122322084,True,1.0,True
CarLongPlateGen1199.jpg,51F-311.18,51F-311.18,51F-311-18,51F-311-18,0.9385759830474854,True,1.0,True
CarLongPlateGen1207.jpg,51F-065.32,51F-06532,51F-065-32,51F-06532,0.951142191886902,False,0.9,True
CarLongPlateGen1209.jpg,50LD-044.11,50LD-044.11,50LD-044-11,50LD-044-11,0.9530133008956908,True,1.0,True
CarLongPlateGen1213.jpg,51A-853.25,51A-85325,51A-853-25,51A-85325,0.9213575720787048,False,0.9,True
CarLongPlateGen1223.jpg,51G-216.70,51G-216.70,51G-216-70,51G-216-70,0.937325656414032,True,1.0,True
CarLongPlateGen1229.jpg,51G-394.66,51G-394.66,51G-394-66,51G-394-66,0.9411153197288512,True,1.0,True
CarLongPlateGen1233.jpg,51G-429.71,51G-429.71,51G-429-71,51G-429-71,0.9558166265487672,True,1.0,True
CarLongPlateGen1239.jpg,51F-630.34,51F·630.34,51F-630-34,51F-630-34,0.9320833086967468,True,1.0,True
CarLongPlateGen1251.jpg,51A-721.10,51A-72110,51A-721-10,51A-72110,0.9537081718444824,False,0.9,True
CarLongPlateGen1257.jpg,51G-376.75,51G-376.75,51G-376-75,51G-376-75,0.9565531015396118,True,1.0,True
CarLongPlateGen1269.jpg,52P-5688,52P-5688,52P-5688,52P-5688,0.9472835659980774,True,1.0,False
CarLongPlateGen1273.jpg,51G-006.72,51G-006.72,51G-006-72,51G-006-72,0.948441743850708,True,1.0,True
CarLongPlateGen1279.jpg,51A-029.23,51A-029.23,51A-029-23,51A-029-23,0.9583821892738342,True,1.0,True
CarLongPlateGen1289.jpg,51F-311.18,51F-311.18,51F-311-18,51F-311-18,0.951142191886902,True,1.0,True
CarLongPlateGen129.jpg,51F-820.00,51F 82000,51F-820-00,51F-82000,0.5198869705200195,False,0.9,True
CarLongPlateGen1293.jpg,51G-505.53,51G-505.53,51G-505-53,51G-505-53,0.9505029916763306,True,1.0,True
CarLongPlateGen1297.jpg,51G-473.40,51G-47340,51G-473-40,51G-47340,0.9174507260322572,False,0.9,True
CarLongPlateGen1307.jpg,51F-065.32,51F-065.32,51F-065-32,51F-065-32,0.9480584859848022,True,1.0,True
CarLongPlateGen131.jpg,51A-720.78,51A720.78,51A-720-78,51A720-78,0.9164093732833862,False,0.9,False
CarLongPlateGen1311.jpg,51F-220.29,51F-220.29,51F-220-29,51F-220-29,0.9486324787139891,True,1.0,True
CarLongPlateGen1345.jpg,51G-222.37,51G-222.37,51G-222-37,51G-222-37,0.9472835659980774,True,1.0,True
CarLongPlateGen1349.jpg,51F-244.03,51F·244.03,51F-244-03,51F-244-03,0.9269675612449646,True,1.0,True
CarLongPlateGen1357.jpg,51G-513.32,51G-513.32,51G-513-32,51G-513-32,0.9531880021095276,True,1.0,True
CarLongPlateGen1363.jpg,60A-359.81,60A-359.81,60A-359-81,60A-359-81,0.9450961351394652,True,1.0,True
CarLongPlateGen1375.jpg,51A-775.29,51A:775.29,51A-775-29,51A775-29,0.9570375084877014,False,0.9,False
CarLongPlateGen1377.jpg,51F-574.93,51F-574.93,51F-574-93,51F-574-93,0.9498556852340698,True,1.0,True
CarLongPlateGen1389.jpg,51G-495.39,51G-495.39,51G-495-39,51G-495-39,0.9488224983215332,True,1.0,True
CarLongPlateGen1407.jpg,51F-730.29,51F 73029,51F-730-29,51F-73029,0.938010573387146,False,0.9,True
CarLongPlateGen1421.jpg,51F-617.12,51F-617.12,51F-617-12,51F-617-12,0.9314625263214112,True,1.0,True
CarLongPlateGen143.jpg,51F-079.73,S1F-07973,51F-079-73,S1F-07973,0.849846601486206,False,0.8,False
CarLongPlateGen1435.jpg,51A-961.41,51A-961.41,51A-961-41,51A-961-41,0.9492005109786988,True,1.0,True
CarLongPlateGen1437.jpg,51F-244.03,51F-244.03,51F-244-03,51F-244-03,0.9479621648788452,True,1.0,True
CarLongPlateGen1487.jpg,51F-069.48,51F-069.48,51F-069-48,51F-069-48,0.948917269706726,True,1.0,True
CarLongPlateGen15.jpg,29A-517.96,29A51796,29A-517-96,29A51796,0.9116528034210204,False,0.8,False
CarLongPlateGen1505.jpg,F-161.59,F-161.59,F-161-59,F-161-59,0.9199306964874268,True,1.0,False
CarLongPlateGen1537.jpg,60A-359.81,60A-359.81,60A-359-81,60A-359-81,0.9438672661781312,True,1.0,True
CarLongPlateGen1547.jpg,51G-217.97,51G-217.97,51G-217-97,51G-217-97,0.9475754499435424,True,1.0,True
CarLongPlateGen1577.jpg,51G-373.07,51G-373.07,51G-373-07,51G-373-07,0.9436599016189576,True,1.0,True
CarLongPlateGen1589.jpg,86A-068.44,86A·068.44,86A-068-44,86A-068-44,0.9461008310317992,True,1.0,True
CarLongPlateGen1591.jpg,93LD-001.03,93LD-001.03,93LD-001-03,93LD-001-03,0.9443824291229248,True,1.0,True
CarLongPlateGen1611.jpg,51G-394.66,51G-394.66,51G-394-66,51G-394-66,0.9530133008956908,True,1.0,True
CarLongPlateGen1615.jpg,51F-882.70,51F-882.70,51F-882-70,51F-882-70,0.9582261443138124,True,1.0,True
CarLongPlateGen1619.jpg,61A-229.59,61A-229.59,61A-229-59,61A-229-59,0.9476723670959472,True,1.0,True
CarLongPlateGen1633.jpg,51F-161.59,51F·161.59,51F-161-59,51F-161-59,0.9509603977203368,True,1.0,True
CarLongPlateGen1635.jpg,61A-395.34,61A-395.34,61A-395-34,61A-395-34,0.9488224983215332,True,1.0,True
CarLongPlateGen1639.jpg,60A-359.81,60A-359.81,60A-359-81,60A-359-81,0.9497627019882202,True,1.0,True
CarLongPlateGen165.jpg,61A-229.59,G1A-229.59,61A-229-59,G1A-229-59,0.9192084670066832,False,0.9,False
CarLongPlateGen1661.jpg,51G-428.61,51G-428.61,51G-428-61,51G-428-61,0.9547319412231444,True,1.0,True
CarLongPlateGen1663.jpg,51F-311.18,51F-311.18,51F-311-18,51F-311-18,0.9531006813049316,True,1.0,True
CarLongPlateGen1679.jpg,51A-720.78,51A-720.78,51A-720-78,51A-720-78,0.9522199034690856,True,1.0,True
CarLongPlateGen169.jpg,51A-897.14,51A-897.14,51A-897-14,51A-897-14,0.9305844902992249,True,1.0,True
CarLongPlateGen1695.jpg,51F-222.61,51F-222.61,51F-222-61,51F-222-61,0.9296960830688475,True,1.0,True
CarLongPlateGen1699.jpg,51F-069.48,51F-069.48,51F-069-48,51F-069-48,0.9485372304916382,True,1.0,True
CarLongPlateGen1725.jpg,51D-100.39,51D-100.39,51D-100-39,51D-100-39,0.9498556852340698,True,1.0,True
CarLongPlateGen1731.jpg,51A-721.10,51A-72110,51A-721-10,51A-72110,0.9531880021095276,False,0.9,True
CarLongPlateGen1737.jpg,51F-446.14,51F-446.14,51F-446-14,51F-446-14,0.9562273025512696,True,1.0,True
CarLongPlateGen1741.jpg,1F-446.14,1F-446.14,1F-446-14,1F-446-14,0.920647144317627,True,1.0,False
CarLongPlateGen1749.jpg,51F-244.03,51F-244.03,51F-244-03,51F-244-03,0.9285385012626648,True,1.0,True
CarLongPlateGen1759.jpg,51F-590.11,51F 590.11,51F-590-11,51F-590-11,0.9544779658317566,True,1.0,True
CarLongPlateGen1763.jpg,51F-590.11,51F 590.11,51F-590-11,51F-590-11,0.9537081718444824,True,1.0,True
CarLongPlateGen1767.jpg,51F-042.75,51F·042.75,51F-042-75,51F-042-75,0.939581573009491,True,1.0,True
CarLongPlateGen1769.jpg,51F-026.87,51F·026.87,51F-026-87,51F-026-87,0.9284088015556335,True,1.0,True
CarLongPlateGen1785.jpg,50LD-044.11,50LD-044.11,50LD-044-11,50LD-044-11,0.9351099133491516,True,1.0,True
CarLongPlateGen179.jpg,51G-513.32,51G51332,51G-513-32,51G51332,0.9193534255027772,False,0.8,False
CarLongPlateGen1793.jpg,51B-216.66,51B-216.66,51B-216-66,51B-216-66,0.9537081718444824,True,1.0,True
CarLongPlateGen1801.jpg,JG-011.77,JG-011.77,JG-011-77,JG-011-77,0.9385759830474854,True,1.0,False
CarLongPlateGen1823.jpg,51G-510.08,51G-510.08,51G-510-08,51G-510-08,0.9447912573814392,True,1.0,True
CarLongPlateGen1837.jpg,51F-617.12,51F·617.12,51F-617-12,51F-617-12,0.9416541457176208,True,1.0,True
CarLongPlateGen1839.jpg,51F-882.70,51F-882.70,51F-882-70,51F-882-70,0.941439151763916,True,1.0,True
CarLongPlateGen1847.jpg,51G-510.08,51G-510.08,51G-510-08,51G-510-08,0.9519526958465576,True,1.0,True
CarLongPlateGen1849.jpg,51F-356.13,51F-356.13,51F-356-13,51F-356-13,0.951142191886902,True,1.0,True
CarLongPlateGen1853.jpg,51A-961.41,51A-961.41,51A-961-41,51A-961-41,0.9265698790550232,True,1.0,True
CarLongPlateGen1863.jpg,51F-155.85,51F-155.85,51F-155-85,51F-155-85,0.9553191661834716,True,1.0,True
CarLongPlateGen1883.jpg,51F-132.51,51F-132.51,51F-132-51,51F-132-51,0.9556514620780944,True,1.0,True
CarLongPlateGen1893.jpg,51F-778.36,51F-778.36,51F-778-36,51F-778-36,0.9488224983215332,True,1.0,True
CarLongPlateGen1897.jpg,51F-582.14,51F-58214,51F-582-14,51F-58214,0.9435559511184692,False,0.9,True
CarLongPlateGen1907.jpg,51G-100.96,51G-100.96,51G-100-96,51G-100-96,0.9447912573814392,True,1.0,True
CarLongPlateGen1913.jpg,51A-052.27,51A-052.27,51A-052-27,51A-052-27,0.95059472322464,True,1.0,True
CarLongPlateGen1919.jpg,51F-590.11,51F-590.11,51F-590-11,51F-590-11,0.9508692026138306,True,1.0,True
CarLongPlateGen193.jpg,81G-405.3N,B1G 4D53N,81G-405-3N,B1G-4D53N,0.8509646654129028,False,0.7,False
CarLongPlateGen1931.jpg,61F-079.73,61F-079.73,61F-079-73,61F-079-73,0.9135223627090454,True,1.0,True
CarLongPlateGen1935.jpg,51A-554.33,51A-554.33,51A-554-33,51A-554-33,0.9492005109786988,True,1.0,True
CarLongPlateGen1947.jpg,51A-721.10,51A-72110,51A-721-10,51A-72110,0.9368651509284972,False,0.9,True
CarLongPlateGen1951.jpg,51A-961.41,51A-961.41,51A-961-41,51A-961-41,0.9455001950263976,True,1.0,True
CarLongPlateGen1959.jpg,1G-513.32,1G-513.32,1G-513-32,1G-513-32,0.892375111579895,True,1.0,False
CarLongPlateGen1973.jpg,51G-205.36,51G-205.36,51G-205-36,51G-205-36,0.9349913001060486,True,1.0,True
CarLongPlateGen1979.jpg,51F-212.55,51F-212.55,51F-212-55,51F-212-55,0.9382373094558716,True,1.0,True
CarLongPlateGen1987.jpg,51G-481.54,51G-481.54,51G-481-54,51G-481-54,0.9307105541229248,True,1.0,True
CarLongPlateGen1993.jpg,51F-212.55,51F-212.55,51F-212-55,51F-212-55,0.9531006813049316,True,1.0,True
CarLongPlateGen1995.jpg,50Z-0618,50Z-0618,50Z-0618,50Z-0618,0.95059472322464,True,1.0,False
CarLongPlateGen2011.jpg,51A-961.41,51A-961.41,51A-961-41,51A-961-41,0.9439706206321716,True,1.0,True
CarLongPlateGen2019.jpg,48A-028.66,48A-028.66,48A-028-66,48A-028-66,0.9325762391090392,True,1.0,True
CarLongPlateGen2027.jpg,47A-065.46,47A-065.46,47A-065-46,47A-065-46,0.9425067901611328,True,1.0,True
CarLongPlateGen203.jpg,50LD-044.11,50LD-044.11,50LD-044-11,50LD-044-11,0.936168372631073,True,1.0,True
CarLongPlateGen2039.jpg,51A-961.41,51A-961.41,51A-961-41,51A-961-41,0.940243363380432,True,1.0,True
CarLongPlateGen2041.jpg,51F-795.12,51F-795.12,51F-795-12,51F-795-12,0.9597620368003844,True,1.0,True
CarLongPlateGen2043.jpg,51F-687.84,51F-687.84,51F-687-84,51F-687-84,0.9565531015396118,True,1.0,True
CarLongPlateGen2055.jpg,51A-052.27,51A-052.27,51A-052-27,51A-052-27,0.9384632706642152,True,1.0,True
CarLongPlateGen2063.jpg,51F-079.73,51F-079.73,51F-079-73,51F-079-73,0.9481545686721802,True,1.0,True
CarLongPlateGen2065.jpg,48A-051.77,48A-051.77,48A-051-77,48A-051-77,0.9527502655982972,True,1.0,True
CarLongPlateGen2069.jpg,51F-882.70,51F-882.70,51F-882-70,51F-882-70,0.948917269706726,True,1.0,True
CarLongPlateGen2103.jpg,51F-324.88,51F·324.88,51F-324-88,51F-324-88,0.937095820903778,True,1.0,True
CarLongPlateGen2109.jpg,51F-598.81,51F-598.81,51F-598-81,51F-598-81,0.9464978575706482,True,1.0,True
CarLongPlateGen2111.jpg,FOLD0611,FOLD 06/11,FOLD0611,FOLD-0611,0.9478657245635986,False,0.8888888888888888,False
CarLongPlateGen2113.jpg,50LD-044.11,50LD·044.11,50LD-044-11,50LD-044-11,0.9550683498382568,True,1.0,True
CarLongPlateGen2139.jpg,56S-4698,56S·4698,56S-4698,56S-4698,0.9451974034309388,True,1.0,False
CarLongPlateGen2141.jpg,51F-630.34,51F·630.34,51F-630-34,51F-630-34,0.9421884417533876,True,1.0,True
CarLongPlateGen2177.jpg,51F-207.54,51F·207.54,51F-207-54,51F-207-54,0.9388007521629332,True,1.0,True
CarLongPlateGen2179.jpg,51F-311.18,51F-311.18,51F-311-18,51F-311-18,0.9272316098213196,True,1.0,True
CarLongPlateGen2197.jpg,51G-290.34,51G-290.34,51G-290-34,51G-290-34,0.9487276077270508,True,1.0,True
CarLongPlateGen2217.jpg,51F-630.34,51F-630.34,51F-630-34,51F-630-34,0.9554855227470398,True,1.0,True
CarLongPlateGen2221.jpg,60A-208.80,60A-208.80,60A-208-80,60A-208-80,0.954562783241272,True,1.0,True
CarLongPlateGen2227.jpg,60A-038.68,60A-038.68,60A-038-68,60A-038-68,0.9542226791381836,True,1.0,True
CarLongPlateGen2237.jpg,50Z-1630,50Z-1630,50Z-1630,50Z-1630,0.9499486684799194,True,1.0,False
